@relation corpus_sms-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement

@attribute text string
@attribute classID {ham,spam}

@data
'tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?',ham
'soon you will have the real thing princess! Do i make you wet? [EMOJI]',ham
'Package all your programs well',ham
'Is xy in ur car when u picking me up?',ham
'Goodmorning, today i am late for 2hrs. Because of back pain.',ham
'Haha awesome, omw back now then',ham
'What about this one then.',ham
'U attend ur driving lesson how many times a wk n which day?',ham
'How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem',ham
'\"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\"',ham
'U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM',ham
'I have 2 docs appointments next week.:/ Im tired of them shoving stuff up me. Ugh why couldnt I have had a normal body?',ham
'As usual..iam fine, happy &amp; doing well..[EMOJI]',ham
'Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow',ham
'Guess he wants alone time. We could just show up and watch when they do..',ham
'Blank is Blank. But wat is blank? Lol',ham
'alright. Thanks for the advice. Enjoy your night out. Ima try to get some sleep...',ham
'Im leaving my house now...',ham
'What is your record for one night? [EMOJI]',ham
'Now project pa. After that only i can come.',ham
'make that 3! 4 fucks sake?! x',ham
'Today my system sh get ready.all is well and i am also in the deep well',ham
'Yes baby! We can study all the positions of the kama sutra [EMOJI]',ham
'Now am free call me pa.',ham
'\"Gimme a few\" was  &lt;#&gt;  minutes ago',ham
'But really quite funny lor wat... Then u shd haf run shorter distance wat...',ham
'By monday next week. Give me the full gist',ham
'Dont forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.',ham
'Hey you told your name to gautham ah?',ham
'Yetunde, im sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.',ham
'Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!',ham
'Cause Im not freaky lol',ham
'K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, Ill tell you when they know for sure',ham
'This phone has the weirdest auto correct.',ham
'Then why you not responding',ham
'Same. Wana plan a trip sometme then',ham
'Have you not finished work yet or something?',ham
'Tell them u have a headache and just want to use 1 hour of sick time.',ham
'ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG',ham
'Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?',ham
'R u meeting da ge at nite tmr?',ham
'PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)',ham
'I dont have anybodys number, I still havent thought up a tactful way to ask alex',ham
'K..k[EMOJI]where are you?how did you performed?',ham
'Sorry, Ill call later',ham
'Dunno lei... I thk mum lazy to go out... I neva ask her yet...',ham
'Lolnice. I went from a fish to ..water.?',ham
'I dont understand your message.',ham
'Hi! You just spoke to MANEESHA V. Wed like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.',ham
'Whatsup there. Dont u want to sleep',ham
'Aight should I just plan to come up later tonight?',ham
'I didnt get the second half of that message',ham
'Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...',ham
'What time. I‘m out until prob 3 or so',ham
'Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!',ham
'Yunny... Im goin to be late',ham
'Do u still have plumbers tape and a wrench we could borrow?',ham
'Just forced myself to eat a slice. Im really not hungry tho. This sucks. Mark is getting worried. He knows Im sick when I turn down pizza. Lol',ham
'Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...',ham
'Apps class varaya elaya.',ham
Ok...,ham
'Ill pick you up at about 5.15pm to go to taunton if you still want to come.',ham
'Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano[EMOJI]',ham
'I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.',ham
'The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?',ham
'Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!![EMOJI]',ham
'I think the other two still need to get cash but we can def be ready by 9',ham
'Oh right, ok. Ill make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!',ham
'I have a sore throat. Its scratches when I talk',ham
'So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas',ham
'Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.',ham
'I knew it... U slept v late yest? Wake up so late...',ham
'What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; dont worry.',ham
'Im at bruce &amp; fowler now but Im in my moms car so I cant park (long story)',ham
'Call him and say you not coming today ok and tell them not to fool me like this ok',ham
'Nah cant help you there, Ive never had an iphone',ham
'We can go 4 e normal pilates after our intro...',ham
'S..antha num corrct dane',ham
'Was just about to ask. Will keep this one. Maybe thats why you didnt get all the messages we sent you on glo',ham
'Annoying isnt it.',ham
'I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?',ham
'Merry christmas to u too annie!',ham
'Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..',ham
'Will be office around 4 pm. Now i am going hospital.',ham
'You want to go?',ham
'Message[EMOJI]me text missing* Sender:Name Missing* *Number Missing *Sent[EMOJI]ate missing *Missing U a lot thats y everything is missing sent via fullonsms.com',ham
'I went to ur hon lab but no one is there.',ham
'I cant make it tonight',ham
'Tell them the drug dealers getting impatient',ham
'Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \"sleep on a couch\" link you sent me ... Wasnt that how you went on your trip ? Oh ... And didnt your babe go with you for that celebration with your rents?',ham
'Keep yourself safe for me because I need you and I miss you already and I envy everyone that sees you in real life',ham
'I went to project centre',ham
'Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now [EMOJI] i didnt know anything about comedy night but i guess im up for it.',ham
'HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com',ham
'Well. You know what i mean. Texting',ham
'Misplaced your number and was sending texts to your old number. Wondering why ive not heard from you this year. All the best in your mcat. Got this number from my atlanta friends',ham
'Nothing really, just making sure everybodys up to speed',ham
'Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu',ham
'Yes.mum lookin strong[EMOJI]',ham
'So that means you still think of teju',ham
'I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?',ham
'IM GONNA MISS U SO MUCH',ham
'Were gonna go get some tacos',ham
'Hiya, sorry didnt hav signal. I havent seen or heard from and neither has, which is unusual in itself! Ill put on the case and get him to sort it out! Hugs and snogs.',ham
'says the  &lt;#&gt;  year old with a man and money. Im down to my last  &lt;#&gt; . Still waiting for that check.',ham
'For The First Time In The History Need Comfort And Luxury Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;',ham
'Great to hear you are settling well. So whats happenin wit ola?',ham
'Onum ela pa. Normal than.',ham
'Water logging in desert. Geoenvironmental implications.',ham
'HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...',ham
'There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?',ham
'Aight well keep me informed',ham
'Yar else ill thk of all sorts of funny things.',ham
'Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.',ham
'If you dont respond imma assume youre still asleep and imma start calling n shit',ham
'Sorry, Ill call later',ham
'I am going to film 2day da. At 6pm. Sorry da.',ham
'2 celebrate my bday, y else?',ham
'Yeah sure, give me a couple minutes to track down my wallet',ham
'Also remember to get dobbys bowl from your car',ham
'No problem. Talk to you later',ham
'CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES',ham
'Forgot you were working today! Wanna chat, but things are ok so drop me a text when youre free / bored etc and ill ring. Hope all is well, nose essay and all xx',ham
'Sir, Waiting for your mail.',ham
'If india win or level series means this is record[EMOJI]',ham
'Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?',ham
'Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \"DRINK\". . . But dont \"DRIVE \"',ham
'I have to take exam with in march 3',ham
'So how are you really. What are you up to. Hows the masters. And so on.',ham
'You still around? Looking to pick up later',ham
'Im really sorry i wont b able 2 do this friday.hope u can find an alternative.hope yr terms going ok[EMOJI]',ham
'I realise you are a busy guy and im trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day',ham
'Good night my dear.. Sleepwell&amp;Take care',ham
'Are you there in room.',ham
'I attended but nothing is there.',ham
'C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.',ham
'Y lei?',ham
'Yeah I dont see why not',ham
'Helloooo... Wake up..! \"Sweet\" \"morning\" \"welcomes\" \"You\" \"Enjoy\" \"This Day\" \"with full of joy\".. \"GUD MRNG\".',ham
'Ha ha ha good joke. Girls are situation seekers.',ham
'Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx',ham
'Much better now thanks lol',ham
'Mmmmmm ... I love you,so much, Ahmad ... I cant wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!',ham
'I thk 530 lor. But dunno can get tickets a not. Wat u doing now?',ham
'Ok... Let u noe when i leave my house.',ham
'Happy birthday... May all ur dreams come true...',ham
'Huh so late... Fr dinner?',ham
'Thanks for ve lovely wisheds. You rock',ham
'Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.',ham
'Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...',ham
'The bus leaves at  &lt;#&gt;',ham
'do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................',ham
'Ive reached already.',ham
'Cab is available.they pick up and drop at door steps.',ham
'Tell me pa. How is pain de.',ham
'Ü all write or wat..',ham
'Pls she needs to dat slowly or she will vomit more.',ham
'Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!',ham
'Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we wont go there! Not doing too badly cheers. You?',ham
'Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.',ham
'Good morning, my boytoy! Hows those yummy lips ? Wheres my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?',ham
'Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.',ham
'Ive got ten bucks, jay is being noncomittal',ham
'Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx',ham
'\"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch\" gdeve..',ham
'S[EMOJI].nervous  &lt;#&gt; [EMOJI]',ham
'Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is',ham
'Cant think of anyone with * spare room off * top of my head',ham
'Ü dun need to pick ur gf?',ham
'Good Morning plz call me sir',ham
'And maybe some pressies',ham
'How come?',ham
'Hey happy birthday...',ham
'Go where n buy? Juz buy when we get there lar.',ham
'O. Guess they both got screwd',ham
'Lol boo I was hoping for a laugh',ham
'\"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.\"',ham
'You sure your neighbors didnt pick it up',ham
'Im not coming over, do whatever you want',ham
'So do you have samus shoulders yet',ham
'It could work, well reach a consensus at the next meeting',ham
'Are you coming to day for class.',ham
'Love you aathi..love u lot..',ham
'K, fyi Im back in my parents place in south tampa so I might need to do the deal somewhere else',ham
'Short But Cute : \" Be a good person , but dont try to prove\" ..... Gud mrng...',ham
'I accidentally brought em home in the box',ham
'Im doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..',ham
'i see. When we finish we have loads of loans to pay',ham
'Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?',ham
'Can you plz tell me the ans. BSLVYL sent via fullonsms.com',ham
'Dunno dats wat he told me. Ok lor...',ham
'\"HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\"',ham
'We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx',ham
'No idea, I guess well work that out an hour after were supposed to leave since as usual nobody has any interest in figuring shit out before the last second',ham
'What you thinked about me. First time you saw me in class.',ham
'Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?',ham
'Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.',ham
'Then we wait 4 u lor... No need 2 feel bad lar...',ham
', hows things? Just a quick question.',ham
'Oh k...im watching here[EMOJI]',ham
'I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold [EMOJI]',ham
'Dont kick coco when hes down',ham
'Vikky, come around  &lt;TIME&gt; ..',ham
'Hi! You just spoke to MANEESHA V. Wed like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.',ham
'What you need. You have a person to give na.',ham
'From someone not to smoke when every time Ive smoked in the last two weeks is because of you calling or texting me that you wanted to smoke',ham
'Sian... Aft meeting supervisor got work 2 do liao... U working now?',ham
'Do well [EMOJI]all will for little time. Thing of good times ahead:',ham
'Lil fever[EMOJI] now fine[EMOJI]',ham
'I av a new number,  . Wil u only use this one,ta.',ham
'Lol they were mad at first but then they woke up and gave in.',ham
'When ü login dat time... Dad fetching ü home now?',ham
'Dai  &lt;#&gt;  naal eruku.',ham
'Good stuff, will do.',ham
'hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if hes around',ham
'Im going out to buy mums present ar.',ham
'Uncle G, just checking up on you. Do have a rewarding month',ham
'Alright were hooked up, where you guys at',ham
'Yo, you at jp and hungry like a mofo?',ham
'What are you doing in langport? Sorry, but Ill probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?',ham
'Joys father is John. Then John is the NAME of Joys father. Mandan',ham
'Dear i have reache room',ham
'Geeeee ... I love you so much I can barely stand it',ham
'Hey are you angry with me. Reply me dr.',ham
'No..but heard abt tat..',ham
'Im at home. Please call',ham
'Dunno lei shd b driving lor cos i go sch 1 hr oni.',ham
'Jesus christ bitch Im trying to give you drugs answer your fucking phone',ham
'If you have belive me. Come to my home.',ham
'Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn[EMOJI].',ham
'Message[EMOJI]me text missing* Sender:Name Missing* *Number Missing *Sent[EMOJI]ate missing *Missing U a lot thats y everything is missing sent via fullonsms.com',ham
'Hai dear friends... This is my new &amp; present number..[EMOJI] By Rajitha Raj (Ranju)',ham
'Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng',ham
'Kay... Since we are out already',ham
'Yup... How ü noe leh...',ham
'Wewa is 130. Iriver 255. All 128 mb.',ham
'Book which lesson? then you msg me... I will call up after work or sth... Im going to get specs. My membership is PX3748',ham
'Can not use foreign stamps in this country. Good lecture .',ham
'* You gonna ring this weekend or wot?',ham
'Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again',ham
'Whats the significance?',ham
'I hope your pee burns tonite.',ham
'Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?',ham
'I am not having her number sir',ham
'He says hi and to get your ass back to south tampa (preferably at a kegger)',ham
'Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway',ham
'I cant believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight',ham
'Lol where do u come up with these ideas?',ham
'LOL ... Have you made plans for new years?',ham
'Play w computer? Aiyah i tok 2 u lor?',ham
'I gotta collect da car at 6 lei.',ham
'When/where do I pick you up',ham
'Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.',ham
'Sure but since my parents will be working on Tuesday I dont really need a cover story',ham
'Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didnt told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku[EMOJI][EMOJI]-)',ham
'Ladies first and genus second k .',ham
'That is wondar full flim.',ham
'Pls speak to that customer machan.',ham
'But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.',ham
'Oh oh... Den muz change plan liao... Go back have to yan jiu again...',ham
'No its waiting in e car dats bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.',ham
'Its ok i wun b angry. Msg u aft i come home tonight.',ham
'Oh ho. Is this the first time u use these type of words',ham
'Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer',ham
'First answer my question.',ham
'K..k..im also fine[EMOJI]when will you complete the course?',ham
'Come to mahal bus stop.. &lt[EMOJI]ECIMAL&gt;',ham
'Its wylie, you in tampa or sarasota?',ham
'Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow[EMOJI]',ham
'HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx',ham
'Why are u up so early?',ham
'No i am not having not any movies in my laptop',ham
'Hi. Im always online on yahoo and would like to chat with you someday',ham
'Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.',ham
'Come round, its .',ham
'Are you ok. What happen to behave like this',ham
'Im good. Have you registered to vote?',ham
'Hows the champ just leaving glasgow!',ham
'Yup, no need. Ill jus wait 4 e rain 2 stop.',ham
'What makes you most happy?',ham
'Tmrw. Im finishing 9 doors',ham
'Nope. Since ayo travelled, he has forgotten his guy',ham
'Wylie update: my weed dealer carlos went to freedom and had a class with lunsford',ham
'Nothing, i got msg frm tht unknown no..',ham
'Sorry de i went to shop.',ham
'She ran off with a younger man. we will make pretty babies together [EMOJI]',ham
'A boy was late 2 home. His father: \"POWER OF FRNDSHIP\"',ham
'Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.',ham
'Ok pa. Nothing problem[EMOJI]',ham
'Lara said she can loan me  &lt;#&gt; .',ham
'Alright well bring it to you, see you in like  &lt;#&gt;  mins',ham
'Hey elaine, is todays meeting still on?',ham
'This is hoping you enjoyed your game yesterday. Sorry ive not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola',ham
'Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?',ham
'Height of \"Oh shit....!!\" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.[EMOJI][EMOJI]',ham
'Sorry. || mail? ||',ham
'Those were my exact intentions',ham
'Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!',ham
'hows my favourite person today? r u workin hard? couldnt sleep again last nite nearly rang u at 4.30',ham
'Leave it de[EMOJI]. Start Prepare for next[EMOJI]..',ham
'alright tylers got a minor crisis and has to be home sooner than he thought so be here asap',ham
'I can send you a pic if you like [EMOJI]',ham
'I think i am disturbing her da',ham
'She went to attend another two rounds today..but still didt reach home..',ham
'Ok leave no need to ask',ham
Okie,ham
'Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, were tog 4 exactly a mth today. Hope well haf many more mths to come...',ham
'Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side',ham
'Thats my honeymoon outfit. [EMOJI]',ham
'Networking technical support associate.',ham
'Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx',ham
'Hmmm.but you should give it on one day..',ham
'How much u trying to get?',ham
'Hi.[EMOJI]technical support.providing assistance to us customer through call and email[EMOJI]',ham
'somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams',ham
'Science tells that chocolate will melt under the sunlight. Please dont walk under the sunlight. BCoz,I dont want to loss a sweet friend.',ham
'Is that what time you want me to come?',ham
'\"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE \"',ham
'So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck',ham
'Ive been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!',ham
'Im always looking for an excuse to be in the city.',ham
'Mm have some kanji dont eat anything heavy ok',ham
'Jay is snickering and tells me that x is totally fucking up the chords as we speak',ham
'Not yet. Just id like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?',ham
'Ok i juz receive..',ham
'Aah! A cuddle would be lush! Id need lots of tea and soup before any kind of fumbling!',ham
'No current and food here. I am alone also',ham
'Are there TA jobs available? Let me know please cos i really need to start working',ham
'Actually getting ready to leave the house.',ham
'LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.',ham
'Did you show him and wot did he say or could u not c him 4 dust?',ham
'Aiyah ok wat as long as got improve can already wat...',ham
'The length is e same but e top shorter n i got a fringe now. I thk im not going liao. Too lazy. Dun wan 2 distract u also.',ham
'\"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\"',ham
'Watching tv lor...',ham
'1 I dont have her number and 2 its gonna be a massive pain in the ass and id rather not get involved if thats possible',ham
'Where in abj are you serving. Are you staying with dad or alone.',ham
'I will reach before ten morning',ham
'Die... Now i have e toot fringe again...',ham
'It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke',ham
'My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.',ham
'Ok lor.',ham
'Oooh bed ridden ey? What are YOU thinking of?',ham
'And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*',ham
'Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?',ham
'How much she payed. Suganya.',ham
'Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?',ham
'Are you going to wipro interview today?',ham
'No message..no responce..what happend?',ham
'But i dint slept in afternoon.',ham
'Old Orchard near univ. How about you?',ham
'Good morning princess! How are you?',ham
'You got job in wipro[EMOJI]you will get every thing in life in 2 or 3 years.',ham
'Then why no one talking to me',ham
'Am I the only one who doesnt stalk profiles?',ham
'Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.',ham
'Yeah hopefully, if tyler cant do it I could maybe ask around a bit',ham
'happened here while you were adventuring',ham
'Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again',ham
'My computer just fried the only essential part we dont keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7',ham
'All will come alive.better correct any good looking figure there itself..',ham
'Don no da[EMOJI]whats you plan?',ham
'Arun can u transfr me d amt',ham
'I am great! How are you?',ham
'At WHAT TIME should i come tomorrow',ham
'Hey! Congrats 2u2. id luv 2 but ive had 2 go home!',ham
'Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.',ham
'So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas',ham
'Dude im no longer a pisces. Im an aquarius now.',ham
'Oh k.i think most of wi and nz players unsold.',ham
'Thnx dude. u guys out 2nite?',ham
'Ü log off 4 wat. Its sdryb8i',ham
'Ü comin to fetch us oredi...',ham
'Tell rob to mack his gf in the theater',ham
'Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx',ham
'Dont look back at the building because you have no coat and i dont want you to get more sick. Just hurry home and wear a coat to the gym!!!',ham
'Dun b sad.. Its over.. Dun thk abt it already. Concentrate on ur other papers k.',ham
'4 oclock at mine. Just to bash out a flat plan.',ham
'Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause Im not getting owed in the face.',ham
'Aight, Ill ask a few of my roommates',ham
'Dad went out oredi...',ham
'Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.',ham
'U WILL SWITCH YOUR FONE ON DAMMIT!!',ham
'I noe la... U wana pei bf oso rite... K lor, other days den...',ham
'Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.',ham
'The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8',ham
'Realy sorry-i dont recognise this number and am now confused [EMOJI] who r u please?!',ham
'Im back, lemme know when youre ready',ham
'Only just got this message, not ignoring you. Yes, i was. Shopping that is',ham
'On the road so cant txt',ham
'Studying. But i.ll be free next weekend.',ham
'Draw va?i dont think so[EMOJI]',ham
'Sos! Any amount i can get pls.',ham
'* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! Whens yours, i cant remember.',ham
'Hey mr whats the name of that bill brison book the one about language and words',ham
'R u sure theyll understand that! Wine * good idea just had a slurp!',ham
'When should I come over?',ham
'Lmao but its so fun...',ham
'These wont do. Have to move on to morphine',ham
'Many times we lose our best ones bcoz we are',ham
'Fuck babe ... What happened to you ? How come you never came back?',ham
'Mah b, Ill pick it up tomorrow',ham
'True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.',ham
'HI ITS KATE CAN U GIVE ME A RING ASAP XXX',ham
'HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG',ham
'Ok lor... Or u wan me go look 4 u?',ham
'Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........',ham
'Dunno he jus say go lido. Same time 930.',ham
'Goodmorning sleeping ga.',ham
'No no. I will check all rooms befor activities',ham
